name,the_geom
Barber crew,POINT (631467.7406273282 5652815.529607629)
,POINT (631427.8044961089 5652795.373088674)
Speedy,POINT (631398.8988068583 5652732.862837555)
,POINT (636840.1646151552 5651251.3086410435)
City laverie,POINT (636837.3032358773 5651189.569794588)
Bershka,POINT (14521.493598104527 6358496.655177987)
Zara,POINT (14479.189525389558 6358503.050293327)
Le Petit Vapoteur,POINT (14237.378820253165 6358382.038893589)
Primark,POINT (14324.384215727392 6358473.60525637)
BioTechUsa,POINT (14245.97147674208 6358399.36585193)
Yves Rocher,POINT (14252.405614201298 6358382.262648625)
Foot Locker,POINT (14264.99416875796 6358396.514375207)
Foorkorner,POINT (14297.669962708926 6358406.865956931)
Celio,POINT (14319.91021862398 6358418.040144365)
Adidas,POINT (14359.838266650822 6358433.7648006845)
Jules,POINT (14378.6082448355 6358440.586362855)
Promod,POINT (14397.156329786605 6358448.00369565)
Snipes,POINT (14416.352481248268 6358455.584635945)
Lego,POINT (14433.98982273561 6358462.835889385)
Lolly's,POINT (14308.918292355727 6358379.716821275)
H&M,POINT (14287.61253395289 6358325.574868331)
New Yorker,POINT (14327.400639252846 6358322.408020349)
Cadador,POINT (14386.35769581872 6358410.092302277)
Muy Mucho,POINT (14395.269772484897 6358378.413638203)
La Halle,POINT (14432.51499119839 6358374.651398642)
Quiksilver,POINT (14444.104621463972 6358405.874332068)
Chaussea,POINT (14512.832431327193 6358394.006883884)
De Neuville,POINT (14515.291399143054 6358460.363852149)
JD Sports,POINT (14529.006707321565 6358409.305818082)
Jack & Jones,POINT (14548.621633653021 6358440.2506371485)
Normal,POINT (14582.328695644474 6358501.958373089)
Acuitis,POINT (14571.868369083792 6358524.197321501)
Micromania,POINT (14598.247660004847 6358461.030502877)
Station Service E. Leclerc,POINT (-483040.68563096924 6201141.230794765)
Undiz,POINT (14334.615099342522 6358355.861784517)
Cleor,POINT (14347.306428795002 6358360.077857595)
Rituals,POINT (14320.836275495869 6358350.276188163)
Intermarché,POINT (-49315.53629683733 5643333.682277908)
,POINT (9482.436505684487 5830364.858750966)
L'Ébouriffé,POINT (722525.7117117498 6206040.330346058)
Boulangerie Jory,POINT (724164.5683871575 6205530.644221408)
Charcuterie Martineau,POINT (-139781.68046319592 5470407.964664572)
Marie-Blachère,POINT (-118851.95148617704 6201880.778382401)
Action,POINT (-118972.96146375574 6201985.6962346025)
Sophie Lebreuilly,POINT (42851.70008835133 5329150.301172622)
Boucherie David et Florence,POINT (365323.70739039546 6421007.883415743)
MG Automobiles,POINT (-89378.65849542902 6032591.7361762505)
Accueil Visites Le Cadre Noir de Saumur,POINT (-14781.296549416544 5985236.45394177)
Aldi,POINT (266507.5125826543 6270901.733226543)
Proxi Talensac,POINT (-214323.02049367645 6124874.071320727)
Salon Bohème,POINT (381053.14030753594 5800961.386205573)
Élégance Coiffure,POINT (381033.6037369017 5800630.876228818)
La Huche à Pain,POINT (381051.6374944102 5800824.664053078)
Dioptis,POINT (381031.0879164098 5800606.783551047)
Garage du Richelais,POINT (36031.4586339527 5944002.28833961)
Les P'tits Locaux,POINT (75461.94659978722 5501192.113204914)
Presse Saint-Martin,POINT (535015.5101402618 5486638.235611733)
Robin Granay,POINT (75437.33386037282 5501181.331415865)
Wathe,POINT (381051.40372347954 5800561.617987885)
Franck Provost,POINT (381045.8934086853 5800560.68641042)
Bonhomme,POINT (381067.9235359133 5800564.44484425)
Parfois,POINT (380997.3469787504 5800499.812854016)
Créastyle,POINT (-128252.56570461633 5549073.605644033)
,POINT (-128371.51058052892 5549116.725721312)
Librairie Papèterie Presse,POINT (-128295.9803060257 5549001.218723033)
Bibliothèque Municipale d'Arrens-Marsous,POINT (-23817.072221998784 5305269.054901415)
SFR,POINT (381016.79449379194 5800439.550051868)
,POINT (-148215.2562176434 5937041.194747618)
Lidl,POINT (33356.927471086405 5491629.673918331)
Speedy,POINT (27825.823689235298 6345288.177208214)
Verger de Honfleur,POINT (27694.556920079478 6345395.449423826)
Location de skis,POINT (712786.9628921576 5925855.670141789)
Il était une fois,POINT (-179083.48398693223 6150665.690205378)
,POINT (401807.96333894 5464043.927043514)
ALDI,POINT (812176.1173786895 6067364.362281629)
Côté Sucré,POINT (380972.6229198451 5800247.714056416)
Julien Meunier,POINT (381034.4608969808 5800265.252807566)
Tommy Hilfiger,POINT (380970.3297383348 5800228.858331596)
Lidl,POINT (732616.6071415927 6283205.272957073)
Lidl,POINT (484402.1754168806 6266430.265285202)
Boulangerie Pâtisserie du Soleil,POINT (260963.0762653364 6240910.331997034)
Lidl,POINT (97838.59109435821 6066881.885721829)
Le Royal,POINT (262149.3078911786 6240725.600308499)
Kerdis Auto,POINT (31853.73833202285 6108687.883504314)
,POINT (-266325.9428280896 5988280.808553428)
Arkus Vape Store,POINT (380991.56949717813 5800433.960665645)
Orthopédie Laurent Loriol,POINT (381032.81336851703 5800198.1496051205)
Etam,POINT (380979.9700062375 5800308.184347882)
West 21,POINT (380988.9423571955 5800405.853173509)
Culinart,POINT (380984.3114663784 5800353.123759133)
Wieder,POINT (380982.4524308822 5800331.987109831)
Optique Lafayette,POINT (380985.369001541 5800365.217928446)
Catys,POINT (381014.8018749067 5800421.994893792)
Cannelle,POINT (380986.7048354305 5800380.315586643)
Welcom,POINT (381043.50003963325 5800457.0088758245)
Nocibé,POINT (380987.49520381517 5800389.3741939245)
Héritage Meis,POINT (380986.1705018747 5800374.276520272)
Citadine,POINT (380983.5210979938 5800344.065188964)
Aldi,POINT (298539.45968131925 6281918.045953443)
,POINT (-165889.1512082663 5848526.443966992)
ALDI,POINT (628226.4871889156 5820290.566621234)
Aldi,POINT (537798.3732941161 5831051.773906056)
ALDI,POINT (416347.01360562403 5378817.260490201)
ALDI,POINT (551900.3598333535 6211900.086864544)
Carrefour City,POINT (262964.11090403993 6253348.683271655)
Descamps,POINT (380968.35938334774 5800212.668780507)
Promod,POINT (381003.5363424384 5800313.709409729)
Free,POINT (380964.76376379514 5800182.201025103)
Sephora,POINT (381001.19863313175 5800293.472281428)
,POINT (380920.3138911214 5800575.736217034)
Christophe,POINT (380799.87733403215 5800468.300111504)
Caroll,POINT (380813.01303394575 5800440.818907277)
A. Julien,POINT (380776.81193553976 5800530.811736739)
Carlton Coiffure,POINT (380798.6528196334 5800478.290377558)
Au Fidèle Berger,POINT (380818.8795711106 5800426.18692746)
Audilab,POINT (380771.234829051 5800556.863731491)
Elise Renault,POINT (380786.5078631879 5800498.800975217)
ALDI,POINT (543314.7251679827 6289766.475308433)
Carrefour,POINT (-9550.934011335888 5312721.847181927)
Cycl'in,POINT (-11002.217344756877 5312163.146758923)
ALDI,POINT (814001.4541448108 6072235.762805085)
Aldi,POINT (302052.6517296256 6415867.538931338)
Aldi,POINT (444292.4479730955 5858558.004738153)
Aldi,POINT (397180.3932870615 6520840.939370025)
ALDI,POINT (638414.774014658 6362283.17332526)
ALDI,POINT (-24567.69211548003 5884505.977399307)
Aldi,POINT (329102.89187091874 6169484.956059212)
Folies Fermières,POINT (190163.47748711286 5420735.493460774)
ALDI,POINT (-149629.2975578997 6220544.853858683)
Cabane de coquillages,POINT (530686.1356265694 5442909.717073905)
Le Sympatic,POINT (-167445.82070362128 6317832.752879731)
Biwer,POINT (346601.89524124097 5763289.270396128)
Carrefour,POINT (8535.522144115965 6176790.172445326)
Brico Cash,POINT (594302.9573667679 5775731.388675349)
Boulangerie Ange,POINT (71537.68742566057 5503577.077869948)
Intermarché Contact,POINT (540744.5409951537 5490854.339129165)
Aux saveurs de la baie,POINT (181163.88853331257 6484031.345075513)
Bett'Hiboux P,POINT (181140.41125270427 6483606.362839284)
Au Bon Pain d'Autrefois,POINT (181125.39425339625 6483619.201232321)
Le Saya,POINT (181113.8615541501 6483627.412247487)
Kandy Le Crotoy,POINT (180710.962921122 6483819.868940142)
Boucherie de la Baie,POINT (180610.65292796816 6483926.963288865)
Franck Pocholle,POINT (180851.715285281 6483725.301395108)
Pâtisserie Thillard,POINT (180968.74546595194 6483696.701709585)
Au Pain Doré,POINT (180890.2763568918 6483736.974409429)
Escale en Baie,POINT (180795.83290090278 6483793.147758601)
Laverie Libre Service,POINT (180877.91989341375 6483714.063307414)
,POINT (180542.32502451926 6483979.067033273)
Armor lux,POINT (181018.5386741838 6483672.346823941)
Grand Frais,POINT (377815.60100523604 6281179.472513784)
Intermarché,POINT (45282.35322175347 5840532.9530289)
Relay,POINT (515633.44101472094 5416779.09994176)
Pierre Opticien,POINT (380824.1227191269 5800620.32362788)
Tabac Presse L'Eden,POINT (-232786.53952020078 6013608.225839022)
Gérard Darel,POINT (380845.95247127145 5800367.643188822)
Yawatah,POINT (380898.8069655002 5800255.664310186)
L'Occitane,POINT (380849.6928061622 5800358.247316228)
Indies,POINT (380893.8532481598 5800266.104048206)
Griffe,POINT (380838.41614174476 5800383.559980381)
Leonidas,POINT (380835.77786981297 5800389.085089294)
Dessange,POINT (380875.1738376047 5800305.229083662)
Lidl,POINT (562195.0982812663 5748050.753632699)
Boulangerie pâtisserie Tuzza Hélène,POINT (-161888.8964385591 5378835.407923474)
Vival,POINT (-161859.31884985534 5378810.648905784)
Boulangerie Amienoise,POINT (180719.8462164873 6483942.307329199)
Laverie Electrolux,POINT (522522.2739696186 5521481.331401958)
U Express,POINT (140391.42905332544 5571207.820041327)
,POINT (179186.16010001165 6571114.625558266)
Concession Renault,POINT (180190.90052403396 6096719.613754128)
Super U,POINT (-154100.6954319856 6176235.993720494)
E.Leclerc Express,POINT (275235.60341365775 6408353.976693727)
Jean-Jacques Robac,POINT (310503.3777460344 6248229.104635069)
A. N Barbier,POINT (606110.9163178356 5392058.638813304)
La Panetière - La Pétrie,POINT (-128202.69941737724 5806677.16406939)
,POINT (544752.6148679875 5530682.6978624305)
La Fougasse,POINT (641478.3541892065 5648139.14713103)
Mr et Mme Merle,POINT (33829.9598562286 5887079.078366833)
ArtiCREA,POINT (33840.2457771779 5887081.608721533)
Ab Numis Arverne,POINT (381062.17945018836 5799945.85061477)
Ma Belle Laverie,POINT (381014.02263847116 5800015.328885628)
La Maquillerie,POINT (381026.2455185603 5799997.501538021)
Maison Jouannet,POINT (380991.3802540438 5800048.237300013)
Marie Blachère,POINT (450281.53817688406 6153398.029000641)
L'Art-TEAsane,POINT (380928.7630404726 5800192.287334201)
Galerie Louis Napoléon,POINT (380919.24522400973 5800212.347559555)
,POINT (380945.0156861284 5800314.962185858)
L'Olympe (Ash Hair),POINT (381073.7232813836 5800262.249374272)
,POINT (380937.51275244897 5800315.5885739885)
Weill,POINT (380936.7001201661 5800175.471471766)
Verdandi,POINT (380885.82711287367 5800340.194419787)
Art et Saveurs,POINT (380891.3708235151 5800339.696520139)
La Fée Maraboutée,POINT (380930.74452740874 5800188.079350343)
Célestin Lunetiers,POINT (380948.6447015283 5800150.303951309)
Palais des Thés,POINT (380945.79492256395 5800156.294681976)
Au Fin Palais,POINT (380905.9648087581 5800240.486559189)
Gisèle Delorme,POINT (380923.0078227986 5800204.413405738)
Bougies de Charroux,POINT (380930.02095071855 5800316.231023402)
Tendances Patrick / Eric Stipa,POINT (380902.58069623803 5800338.732843484)
Yumiko,POINT (380961.54663051123 5800156.567718059)
La Civette,POINT (380963.4056660074 5800173.110507965)
Alexis Ladvie,POINT (380930.1545341075 5800336.387897394)
L'Odyssée Végétale,POINT (380911.11890118185 5800229.548957945)
Courir,POINT (380983.18713952147 5800116.479687496)
La Petite Étoile,POINT (380987.19464119 5800099.519421547)
La Régence,POINT (380951.7059875251 5800334.621157599)
Renault - Agence de l'Ardenne,POINT (-137121.44219777678 6095992.539807846)
,POINT (-144616.64958386723 6377109.292211184)
,POINT (-144654.16904300818 6377052.679276332)
,POINT (-141412.79631498933 6388496.18129672)
Netto,POINT (-142496.2418671568 6375423.40197377)
,POINT (-142448.83365904161 6375410.218854125)
Aldi,POINT (382653.97168804123 6489360.139261797)
,POINT (282920.3619737423 6572798.832273331)
Monop’Station,POINT (282887.2475616484 6572809.147773194)
Point Vert,POINT (-240743.29776693648 6045300.913380833)
Aldi,POINT (595043.3674463831 5852996.770147923)
Relay,POINT (-198329.80100536052 5365866.8862391235)
,POINT (-198342.0051561079 5365878.776764386)
Yves Rocher,POINT (-236895.6030355227 6067284.658991566)
Trucks Solutions Vienne,POINT (537825.435086767 5699539.213309365)
Terroir de Crus,POINT (-1821.673022338833 5611939.322222274)
Carrefour,POINT (262703.9015943107 6264233.644569505)
,POINT (347379.30298876716 5762747.353746882)
Relay,POINT (-127553.19789544732 5804840.819563838)
,POINT (-127579.45712324689 5804816.486938469)
Auchan,POINT (829070.4869059183 6196579.325885629)
REGARD - Magasin de vêtements à Maurs,POINT (244683.46090490857 5576108.841715571)
Maison de la Presse,POINT (244680.1836579993 5576160.162481822)
Le fournil de Marius,POINT (158603.7469457588 5406992.377349454)
Auchan Supermarché,POINT (158090.44164176192 5405740.852204225)
Garage Vollet Bert,POINT (477537.0703176035 5798257.978614242)
,POINT (721606.6579957673 5381595.371853365)
Esso Express Jean Jaurès,POINT (687826.8778587527 6220941.691587701)
Épicerie Clémenceau,POINT (-92823.37891170247 5713719.760716563)
Coiffure Claude Boissière,POINT (-92495.11999725127 5713983.987126364)
Speedy Orléans Dauphine,POINT (212059.12152180902 6089123.323299708)
Le Lys d'Or,POINT (212036.12291501113 6088477.491473191)
,POINT (535283.5452101938 5713068.342088434)
Ambiance Coiffure,POINT (235416.48877462788 6251302.619213647)
Lidl,POINT (709215.232200607 5726044.83718222)
,POINT (380088.92427413183 5798980.181620094)
Optic 2000,POINT (380081.1430417254 5798943.680017936)
Concession Citroën,POINT (213625.67618794643 6080952.483310596)
Garage des Aulnaies,POINT (213901.83758070643 6081006.555031008)
Patate Records,POINT (264826.152026539 6250027.129658813)
Le Petit Paysan,POINT (538281.2938845156 5419295.231742076)
Casiers - Le Petit Paysan,POINT (538301.9914963747 5419310.594185554)
Morgan,POINT (212005.37647165402 6090908.636162653)
Antonelle,POINT (211951.1082198923 6090804.685867)
Sallier,POINT (211956.30684011235 6090833.529457206)
Tezenis,POINT (211969.9546096836 6090733.565326691)
Mauboussin,POINT (211990.51531963312 6090839.291544687)
Petit Bateau,POINT (211988.60062439146 6090827.186183817)
Nadal,POINT (211948.99314956725 6090792.779819126)
Aldi,POINT (333207.7241136225 6343252.562503057)
Relay,POINT (249480.89040698853 6242342.6708111055)
Maison Cruzel,POINT (244758.1131295955 5576138.719508468)
Mas - Maurs,POINT (244790.63346953527 5576107.684752453)
Boulangerie Pâtisserie Vacquier,POINT (244633.4447954939 5576134.052009315)
Le Salon de Karine,POINT (244608.30216290776 5576091.777856514)
,POINT (264287.1674149755 6248767.329074619)
Bio C' Bon,POINT (264599.238376506 6251539.140378902)
Le Saint-Georges,POINT (264808.2073246232 6251217.7283731075)
Optique 3 vallées et Guyon Audition,POINT (178159.9146487683 5288397.75916997)
Ahko,POINT (376094.6719565049 6103269.48479914)
Aqua Tifs,POINT (-156041.15000379947 5846033.278604727)
Proxi,POINT (-156259.08017092547 5846025.028699859)
Bonnin Frères,POINT (-156226.79751859544 5846036.1200610325)
,POINT (-127757.22736643348 5567611.085048219)
Desir d'ivoir,POINT (-127816.33801604471 5567669.144594039)
Aiguillon Coiffure,POINT (-127782.88650906133 5567638.784569566)
5-ième Avenue,POINT (-127903.83513580823 5567732.885326426)
Chez Jeanne,POINT (-127765.30916146508 5567620.412109241)
L'Amour du Vin,POINT (-127761.52429877812 5567615.607732652)
Boucherie Charcuterie Guillaume Car,POINT (244611.03539197345 5576063.979718101)
Pause Douceur - Institut de Beauté,POINT (244611.57020226645 5576040.482816182)
Panier Sympa,POINT (244627.2668551331 5575994.886867773)
Aldi,POINT (241264.96294092608 6276182.871183939)
ALDI,POINT (715059.9806729343 5375848.084316373)
Aldi,POINT (-201367.98534886815 6077239.240998833)
Boutique du Lycée agricole,POINT (166241.4654627653 5394083.168218613)
Agest Tarnos / Bayonne,POINT (-162576.04218185536 5393130.654604389)
Pressing du Petit Porc,POINT (-128482.21781412285 5567824.952585912)
Charcuterie de la Place,POINT (395374.5011345065 6146374.1813078625)
,POINT (-129719.53395429006 5568130.12866218)
L'Atelier Créa'tif,POINT (-129722.82901121755 5568118.437881894)
L'Autre Regard,POINT (-129676.89858931623 5568109.29811235)
Myriam Esthétique,POINT (-129717.94208557175 5568142.914981291)
Renault,POINT (705102.3671192498 5927259.443395191)
Boulangerie du Marché,POINT (703989.8933939703 5927884.707736326)
Posi'Tifs,POINT (531405.3967899377 5741695.902560967)
Manialia's,POINT (507272.7783393364 5984815.904861534)
My Body Art,POINT (537896.5030897881 5743214.692953751)
Institut Bien Etre,POINT (244714.55819291252 5576027.323688349)
Mélanie Coiffure,POINT (244802.62124491422 5576086.394447282)
FedEx,POINT (544372.3164648695 5603691.788831368)
